Age,Travel_Distance,Departure_Delay_in_Mins,Arrival_Delay_in_Mins,Seat_Comfort,Arrival_Time_Convenient,Catering,Platform_Location,Onboard_Wifi_Service,Onboard_Entertainment,Online_Support,Ease_of_Online_Booking,Onboard_Service,Legroom,Baggage_Handling,CheckIn_Service,Cleanliness,Online_Boarding,Gender_Male,Customer_Type_Loyal Customer,Type_Travel_Personal Travel,Travel_Class_Eco,Seat_Class_Ordinary,Overall_Experience,ID
37.0,1981.0,111.0,126.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,6.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,99923876.0
35.0,2763.0,0.0,17.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,99923877.0
32.0,1805.0,13.0,0.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,6.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,99923878.0
16.0,1637.0,0.0,8.0,5.0,5.0,5.0,5.0,3.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,99923879.0
21.0,2450.0,0.0,5.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,6.0,4.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,99923880.0
42.0,3234.0,1.0,0.0,6.0,6.0,6.0,6.0,5.0,3.0,2.0,6.0,5.0,6.0,6.0,2.0,6.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,99923881.0
26.0,2771.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,3.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,99923882.0
57.0,928.0,0.0,0.0,6.0,4.0,4.0,4.0,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,99923883.0
18.0,2129.0,142.0,137.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,6.0,5.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,99923884.0
41.0,1112.0,14.0,0.0,5.0,5.0,6.0,6.0,4.0,2.0,6.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,99923885.0
45.0,689.0,32.0,16.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,99923886.0
39.0,1837.0,0.0,0.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,99923887.0
15.0,2587.0,0.0,52.0,4.0,4.0,4.0,4.0,6.0,4.0,2.0,6.0,6.0,6.0,6.0,3.0,6.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,99923888.0
49.0,1684.0,0.0,0.0,6.0,6.0,6.0,5.0,2.0,6.0,2.0,2.0,6.0,4.0,6.0,6.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,99923889.0
36.0,2181.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,99923890.0
21.0,1409.0,21.0,19.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,99923891.0
44.0,1004.0,69.0,72.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,99923892.0
35.0,1368.0,0.0,3.0,1.0,5.0,1.0,2.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,99923893.0
46.0,5127.0,199.0,194.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,99923894.0
12.0,1859.0,57.0,35.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,99923895.0
47.0,987.0,12.0,7.0,4.0,5.0,4.0,4.0,2.0,4.0,5.0,2.0,6.0,5.0,6.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,99923896.0
40.0,1494.0,61.0,49.0,2.0,5.0,2.0,4.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,99923897.0
31.0,2333.0,24.0,32.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0,2.0,4.0,3.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,99923898.0
64.0,628.0,15.0,9.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,2.0,5.0,2.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,99923899.0
42.0,1453.0,7.0,0.0,6.0,6.0,6.0,6.0,3.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,99923900.0
36.0,470.0,0.0,0.0,3.0,3.0,4.0,3.0,5.0,6.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,99923901.0
48.0,864.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,99923902.0
48.0,3670.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,99923903.0
42.0,2202.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,99923904.0
52.0,2517.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99923905.0
35.0,2505.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,99923906.0
57.0,2087.0,0.0,0.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,99923907.0
24.0,2662.0,0.0,5.0,1.0,5.0,1.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,6.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,99923908.0
70.0,1183.0,0.0,0.0,5.0,6.0,5.0,4.0,2.0,5.0,2.0,2.0,5.0,3.0,6.0,6.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,99923909.0
72.0,1878.0,0.0,0.0,5.0,2.0,3.0,3.0,6.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,99923910.0
41.0,1528.0,0.0,0.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,6.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,99923911.0
44.0,1596.0,0.0,0.0,6.0,6.0,6.0,2.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,99923912.0
57.0,2609.0,0.0,0.0,3.0,6.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,6.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,99923913.0
55.0,525.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,99923914.0
66.0,370.0,8.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,99923915.0
59.0,473.0,16.0,23.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,99923916.0
23.0,1476.0,0.0,0.0,6.0,5.0,6.0,3.0,6.0,6.0,6.0,6.0,4.0,3.0,6.0,4.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,99923917.0
7.0,2380.0,18.0,0.0,4.0,3.0,4.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,99923918.0
56.0,3394.0,0.0,2.0,1.0,6.0,1.0,3.0,4.0,6.0,6.0,2.0,2.0,2.0,2.0,5.0,2.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,99923919.0
25.0,2286.0,0.0,0.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,99923920.0
22.0,2706.0,0.0,40.0,3.0,6.0,2.0,4.0,4.0,2.0,3.0,4.0,6.0,5.0,6.0,5.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,99923921.0
59.0,459.0,32.0,32.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,5.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,99923922.0
39.0,1535.0,55.0,13.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,99923923.0
27.0,1644.0,12.0,12.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,99923924.0
14.0,4779.0,18.0,13.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,99923925.0
45.0,1979.0,0.0,0.0,3.0,3.0,3.0,4.0,6.0,3.0,6.0,6.0,2.0,3.0,5.0,3.0,4.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,99923926.0
44.0,744.0,14.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,99923927.0
20.0,3185.0,8.0,0.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,6.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,99923928.0
48.0,3901.0,33.0,38.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,99923929.0
38.0,2013.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,6.0,2.0,3.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,99923930.0
41.0,2084.0,12.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,4.0,4.0,3.0,6.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,99923931.0
50.0,6734.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,99923932.0
34.0,2072.0,0.0,50.0,5.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,99923933.0
36.0,2598.0,0.0,3.0,2.0,3.0,2.0,4.0,6.0,2.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,99923934.0
50.0,1285.0,25.0,52.0,5.0,5.0,5.0,5.0,3.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,99923935.0
13.0,1484.0,0.0,0.0,5.0,5.0,5.0,5.0,2.0,6.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,99923936.0
25.0,1632.0,2.0,3.0,1.0,4.0,1.0,4.0,5.0,1.0,5.0,5.0,5.0,4.0,6.0,2.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,99923937.0
47.0,749.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,2.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,99923938.0
53.0,401.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,99923939.0
9.0,2544.0,0.0,0.0,3.0,6.0,3.0,5.0,3.0,3.0,3.0,3.0,6.0,5.0,6.0,4.0,6.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,99923940.0
18.0,1403.0,0.0,0.0,4.0,6.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,5.0,5.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,99923941.0
23.0,1431.0,0.0,2.0,1.0,6.0,1.0,5.0,6.0,3.0,3.0,6.0,2.0,4.0,4.0,2.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99923942.0
31.0,3260.0,0.0,10.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,99923943.0
55.0,933.0,19.0,11.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,99923944.0
46.0,2995.0,0.0,0.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,99923945.0
24.0,4111.0,9.0,0.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,3.0,3.0,3.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,99923946.0
55.0,1051.0,0.0,8.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,99923947.0
70.0,3013.0,5.0,11.0,3.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,6.0,3.0,4.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,99923948.0
25.0,1753.0,0.0,0.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,99923949.0
30.0,1950.0,0.0,0.0,3.0,3.0,3.0,6.0,5.0,3.0,5.0,5.0,6.0,6.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,99923950.0
38.0,1076.0,0.0,0.0,3.0,6.0,3.0,4.0,5.0,5.0,6.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,99923951.0
41.0,1358.0,0.0,0.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,6.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,99923952.0
65.0,2721.0,8.0,24.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,6.0,5.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,99923953.0
40.0,2812.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,99923954.0
44.0,1676.0,0.0,0.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,99923955.0
51.0,1730.0,0.0,0.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,4.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,99923956.0
41.0,53.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,99923957.0
48.0,2521.0,78.0,68.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,99923958.0
45.0,244.0,0.0,0.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,99923959.0
39.0,732.0,0.0,0.0,5.0,5.0,5.0,2.0,4.0,6.0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99923960.0
63.0,1385.0,0.0,0.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,2.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,99923961.0
24.0,1959.0,23.0,9.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,6.0,3.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,99923962.0
23.0,1899.0,0.0,0.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,3.0,4.0,2.0,2.0,3.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,99923963.0
19.0,2261.0,0.0,6.0,6.0,5.0,6.0,3.0,2.0,6.0,2.0,2.0,2.0,3.0,5.0,3.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,99923964.0
18.0,2321.0,15.0,8.0,5.0,2.0,5.0,5.0,2.0,5.0,2.0,2.0,5.0,3.0,6.0,5.0,5.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,99923965.0
34.0,2110.0,0.0,0.0,3.0,5.0,3.0,2.0,6.0,3.0,6.0,6.0,5.0,3.0,6.0,4.0,4.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,99923966.0
24.0,2152.0,0.0,0.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,99923967.0
44.0,223.0,0.0,0.0,6.0,4.0,4.0,4.0,5.0,6.0,2.0,6.0,6.0,6.0,6.0,2.0,6.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,99923968.0
50.0,868.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,6.0,6.0,5.0,5.0,5.0,5.0,3.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99923969.0
29.0,2866.0,25.0,0.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,6.0,4.0,5.0,6.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,99923970.0
13.0,1882.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,99923971.0
64.0,2010.0,0.0,0.0,5.0,5.0,5.0,4.0,3.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,99923972.0
43.0,81.0,0.0,0.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,99923973.0
25.0,2505.0,0.0,0.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,99923974.0
57.0,3851.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,99923975.0
34.0,1589.0,0.0,0.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,3.0,2.0,5.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,99923976.0
25.0,3200.0,0.0,24.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,99923977.0
47.0,380.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,99923978.0
25.0,2029.0,86.0,72.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,99923979.0
9.0,2594.0,12.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,99923980.0
29.0,2432.0,23.0,12.0,3.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,2.0,4.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,99923981.0
23.0,1748.0,0.0,0.0,6.0,4.0,6.0,2.0,2.0,6.0,2.0,2.0,2.0,5.0,5.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,99923982.0
45.0,1391.0,4.0,0.0,2.0,5.0,2.0,2.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,99923983.0
37.0,3139.0,1.0,0.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,3.0,5.0,5.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,99923984.0
37.0,333.0,0.0,8.0,5.0,5.0,5.0,5.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,99923985.0
58.0,1181.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,6.0,5.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,99923986.0
35.0,1662.0,0.0,0.0,4.0,3.0,3.0,2.0,6.0,3.0,6.0,6.0,5.0,5.0,6.0,4.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,99923987.0
30.0,2159.0,35.0,49.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,6.0,2.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,99923988.0
40.0,1168.0,0.0,10.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,6.0,4.0,5.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,99923989.0
48.0,1549.0,0.0,30.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,99923990.0
18.0,2473.0,108.0,119.0,2.0,5.0,2.0,5.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,99923991.0
44.0,2648.0,0.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,99923992.0
33.0,1883.0,55.0,48.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,99923993.0
37.0,1419.0,0.0,22.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,3.0,6.0,3.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,99923994.0
17.0,2123.0,125.0,119.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,99923995.0
42.0,2911.0,6.0,0.0,3.0,3.0,3.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,99923996.0
34.0,2717.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,99923997.0
45.0,440.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,99923998.0
24.0,2180.0,0.0,0.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,6.0,3.0,4.0,6.0,5.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,99923999.0
50.0,1194.0,14.0,10.0,3.0,4.0,6.0,6.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,99924000.0
17.0,1548.0,0.0,0.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,3.0,5.0,6.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,99924001.0
18.0,1961.0,14.0,8.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,99924002.0
25.0,1764.0,8.0,19.0,5.0,2.0,6.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,99924003.0
54.0,2341.0,0.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,99924004.0
18.0,1371.0,68.0,85.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,99924005.0
24.0,3937.0,11.0,0.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,99924006.0
25.0,2639.0,14.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,6.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,99924007.0
39.0,2552.0,1.0,0.0,3.0,3.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,99924008.0
